type	time	latitude	longitude	altitude (m)	distance (km)	name	desc
T	2015-07-14 16:45:46.745	38.810810693	15.219224851	109.7	7.531		
T	2015-07-14 16:45:49.745	38.810811270	15.219261770	109.1	7.534		
T	2015-07-14 16:45:52.745	38.810808749	15.219296175	108.7	7.537		
T	2015-07-14 16:45:55.745	38.810803940	15.219330640	108.3	7.540		
T	2015-07-14 16:45:58.745	38.810804021	15.219366928	107.8	7.543		
T	2015-07-14 16:46:01.745	38.810796477	15.219403772	107.4	7.547		
T	2015-07-14 16:46:04.745	38.810782891	15.219435993	107.2	7.550		
T	2015-07-14 16:46:07.745	38.810761775	15.219471304	107.2	7.554		
T	2015-07-14 16:46:10.745	38.810742334	15.219505990	107.2	7.557		
T	2015-07-14 16:46:13.745	38.810716746	15.219538044	107.3	7.561		
T	2015-07-14 16:46:16.745	38.810693725	15.219569605	107.4	7.565		
T	2015-07-14 16:46:19.745	38.810669913	15.219602388	107.5	7.569		
T	2015-07-14 16:46:22.745	38.810643823	15.219635322	107.6	7.573		
T	2015-07-14 16:46:25.745	38.810624010	15.219668169	107.6	7.577		
T	2015-07-14 16:46:28.745	38.810603161	15.219705094	107.6	7.581		
T	2015-07-14 16:46:31.745	38.810583183	15.219748982	107.4	7.585		
T	2015-07-14 16:46:34.745	38.810569113	15.219793861	107.2	7.589		
T	2015-07-14 16:46:37.745	38.810557342	15.219836999	106.8	7.593		
T	2015-07-14 16:46:40.745	38.810547590	15.219871956	106.6	7.597		
T	2015-07-14 16:46:44.745	38.810535941	15.219907577	106.4	7.600		
T	2015-07-14 16:46:45.741	38.810448093	15.220111570	106.0	7.620		
T	2015-07-14 16:46:49.741	38.810421934	15.220122696	106.5	7.623		
T	2015-07-14 16:46:50.757	38.810365674	15.220221060	106.9	7.634		
T	2015-07-14 16:46:52.757	38.810345208	15.220247754	107.1	7.637		
T	2015-07-14 16:46:54.757	38.810323636	15.220271964	107.4	7.640		
T	2015-07-14 16:46:56.757	38.810300302	15.220291388	107.7	7.644		
T	2015-07-14 16:46:59.757	38.810278814	15.220322151	108.0	7.647		
T	2015-07-14 16:47:02.757	38.810249255	15.220351084	108.4	7.651		
T	2015-07-14 16:47:04.757	38.810222881	15.220366965	108.9	7.655		
T	2015-07-14 16:47:07.757	38.810188799	15.220388071	109.5	7.659		
T	2015-07-14 16:47:10.757	38.810168056	15.220420195	109.7	7.662		
T	2015-07-14 16:47:13.757	38.810162468	15.220461702	109.5	7.666		
T	2015-07-14 16:47:16.757	38.810156703	15.220511953	109.1	7.670		
T	2015-07-14 16:47:18.757	38.810156789	15.220558995	108.6	7.675		
T	2015-07-14 16:47:20.757	38.810153199	15.220605234	108.2	7.679		
T	2015-07-14 16:47:22.757	38.810149023	15.220648726	107.9	7.682		
T	2015-07-14 16:47:24.757	38.810151259	15.220687828	107.5	7.686		
T	2015-07-14 16:47:26.757	38.810154049	15.220726358	107.0	7.689		
T	2015-07-14 16:47:28.757	38.810158187	15.220761982	106.5	7.692		
T	2015-07-14 16:47:31.757	38.810159334	15.220804351	106.1	7.696		
T	2015-07-14 16:47:34.757	38.810155073	15.220840965	105.9	7.699		
T	2015-07-14 16:47:37.757	38.810149993	15.220875218	105.9	7.702		
T	2015-07-14 16:47:40.757	38.810140202	15.220915045	106.0	7.706		
T	2015-07-14 16:47:43.757	38.810132569	15.220954173	106.1	7.709		
T	2015-07-14 16:47:46.757	38.810128148	15.220994466	106.1	7.713		
T	2015-07-14 16:47:49.757	38.810132621	15.221032375	105.9	7.716		
T	2015-07-14 16:47:52.757	38.810138105	15.221081947	105.6	7.721		
T	2015-07-14 16:47:54.757	38.810140708	15.221119537	105.4	7.724		
T	2015-07-14 16:47:56.757	38.810142214	15.221155449	105.3	7.727		
T	2015-07-14 16:47:59.757	38.810137051	15.221200553	105.3	7.731		
T	2015-07-14 16:48:02.757	38.810137817	15.221236051	105.2	7.734		
T	2015-07-14 16:48:05.757	38.810138061	15.221272332	105.0	7.737		
T	2015-07-14 16:48:08.757	38.810128868	15.221308573	105.2	7.741		
T	2015-07-14 16:48:11.757	38.810124085	15.221356940	105.2	7.745		
T	2015-07-14 16:48:13.757	38.810123255	15.221392051	105.1	7.748		
T	2015-07-14 16:48:16.757	38.810126159	15.221442465	104.9	7.752		
T	2015-07-14 16:48:19.757	38.810127591	15.221490239	104.7	7.757		
T	2015-07-14 16:48:22.757	38.810125313	15.221527762	104.7	7.760		
T	2015-07-14 16:48:25.757	38.810119966	15.221561828	104.7	7.763		
T	2015-07-14 16:48:28.757	38.810113806	15.221602240	104.8	7.766		
T	2015-07-14 16:48:31.756	38.810115129	15.221646935	104.6	7.770		
T	2015-07-14 16:48:34.756	38.810117320	15.221698281	104.3	7.775		
T	2015-07-14 16:48:37.756	38.810123288	15.221748457	104.0	7.779		
T	2015-07-14 16:48:40.756	38.810130557	15.221797783	103.5	7.784		
T	2015-07-14 16:48:42.756	38.810135174	15.221839100	103.2	7.787		
T	2015-07-14 16:48:44.756	38.810136280	15.221876662	103.0	7.790		
T	2015-07-14 16:48:46.756	38.810138918	15.221914138	102.7	7.794		
T	2015-07-14 16:48:48.756	38.810140348	15.221949232	102.5	7.797		
T	2015-07-14 16:48:51.756	38.810141765	15.221996942	102.3	7.801		
T	2015-07-14 16:48:54.756	38.810134530	15.222035850	102.3	7.804		
T	2015-07-14 16:48:57.756	38.810112484	15.222069732	102.9	7.808		
T	2015-07-14 16:49:00.756	38.810095794	15.222103475	103.3	7.812		
T	2015-07-14 16:49:04.756	38.810070574	15.222130208	104.0	7.815		
T	2015-07-14 16:49:07.756	38.810044113	15.222147629	104.8	7.819		
T	2015-07-14 16:49:10.756	38.810032062	15.222181253	105.1	7.822		
T	2015-07-14 16:49:13.756	38.810023620	15.222224198	105.2	7.826		
T	2015-07-14 16:49:16.756	38.810011011	15.222273531	105.5	7.830		
T	2015-07-14 16:49:18.756	38.810001009	15.222308666	105.7	7.834		
T	2015-07-14 16:49:20.756	38.809998261	15.222345528	105.6	7.837		
T	2015-07-14 16:49:23.756	38.810003472	15.222396632	105.2	7.841		
T	2015-07-14 16:49:25.756	38.810012974	15.222429117	104.8	7.844		
T	2015-07-14 16:49:28.756	38.810030626	15.222475505	104.0	7.849		
T	2015-07-14 16:49:31.756	38.810042888	15.222513028	103.3	7.852		
T	2015-07-14 16:49:35.756	38.810038223	15.222556258	102.9	7.856		
T	2015-07-14 16:49:38.756	38.810034672	15.222599833	102.5	7.860		
T	2015-07-14 16:49:40.756	38.810029213	15.222636065	102.2	7.863		
T	2015-07-14 16:49:43.756	38.810028945	15.222684959	101.5	7.867		
T	2015-07-14 16:49:46.756	38.810031052	15.222727864	100.9	7.871		
T	2015-07-14 16:49:49.756	38.810035190	15.222764615	100.2	7.874		
T	2015-07-14 16:49:53.756	38.810017249	15.222801346	100.4	7.878		
T	2015-07-14 16:49:55.756	38.809996628	15.222826075	100.8	7.881		
T	2015-07-14 16:49:57.756	38.809976668	15.222854975	101.0	7.885		
T	2015-07-14 16:49:59.756	38.809955325	15.222881801	101.2	7.888		
T	2015-07-14 16:50:02.756	38.809935317	15.222922466	101.1	7.892		
T	2015-07-14 16:50:05.756	38.809925066	15.222962563	100.8	7.896		
T	2015-07-14 16:50:09.757	38.809938513	15.223004301	99.9	7.900		
T	2015-07-14 16:50:12.757	38.809941480	15.223039785	99.3	7.903		
T	2015-07-14 16:50:15.757	38.809942411	15.223086121	98.7	7.907		
T	2015-07-14 16:50:18.757	38.809942207	15.223137698	98.0	7.911		
T	2015-07-14 16:50:21.757	38.809928309	15.223183629	97.7	7.916		
T	2015-07-14 16:50:24.757	38.809905288	15.223219157	97.7	7.920		
T	2015-07-14 16:50:27.757	38.809892063	15.223257143	97.4	7.923		
T	2015-07-14 16:50:30.757	38.809876743	15.223288218	97.3	7.927		
T	2015-07-14 16:50:33.757	38.809855972	15.223319149	97.3	7.930		
T	2015-07-14 16:50:36.757	38.809838654	15.223350058	97.1	7.933		
T	2015-07-14 16:50:39.757	38.809815810	15.223380291	96.8	7.937		
T	2015-07-14 16:50:42.757	38.809789987	15.223410000	96.6	7.941		
T	2015-07-14 16:50:44.757	38.809768849	15.223431543	96.5	7.944		
T	2015-07-14 16:50:47.757	38.809746230	15.223459904	96.3	7.948		
T	2015-07-14 16:50:49.757	38.809728419	15.223493688	95.9	7.951		
T	2015-07-14 16:50:51.757	38.809710103	15.223528982	95.4	7.955		
T	2015-07-14 16:50:53.757	38.809695497	15.223559608	95.0	7.958		
T	2015-07-14 16:50:56.757	38.809683144	15.223600265	94.3	7.962		
T	2015-07-14 16:50:59.757	38.809674438	15.223635548	93.6	7.965		
T	2015-07-14 16:51:02.757	38.809660709	15.223669132	93.1	7.968		
T	2015-07-14 16:51:05.757	38.809646927	15.223700612	92.7	7.971		
T	2015-07-14 16:51:08.757	38.809646845	15.223736267	91.8	7.975		
T	2015-07-14 16:51:11.757	38.809640517	15.223781221	90.9	7.978		
T	2015-07-14 16:51:14.757	38.809632065	15.223829254	89.9	7.983		
T	2015-07-14 16:51:17.757	38.809624269	15.223874807	89.0	7.987		
T	2015-07-14 16:51:20.757	38.809622064	15.223912055	88.1	7.990		
T	2015-07-14 16:51:24.757	38.809617892	15.223955434	87.2	7.994		
T	2015-07-14 16:51:26.734	38.809633019	15.224011993	85.4	7.999		
T	2015-07-14 16:51:29.734	38.809658557	15.224024463	84.5	8.002		
T	2015-07-14 16:51:32.734	38.809690001	15.224002365	84.2	8.006		
T	2015-07-14 16:51:34.734	38.809708991	15.223976848	84.4	8.009		
T	2015-07-14 16:51:36.734	38.809730072	15.223950363	84.5	8.013		
T	2015-07-14 16:51:39.734	38.809751213	15.223914088	84.9	8.016		
T	2015-07-14 16:51:44.734	38.809775906	15.223882478	85.0	8.020		
T	2015-07-14 16:51:45.75	38.809837230	15.223792567	85.8	8.031		
T	2015-07-14 16:51:48.75	38.809857750	15.223759534	86.2	8.034		
T	2015-07-14 16:51:51.75	38.809876413	15.223725607	86.6	8.038		
T	2015-07-14 16:51:54.75	38.809898429	15.223687516	87.0	8.042		
T	2015-07-14 16:51:57.75	38.809917611	15.223647933	87.6	8.046		
T	2015-07-14 16:52:00.75	38.809930280	15.223617289	88.1	8.049		
T	2015-07-14 16:52:04.75	38.809945492	15.223583780	88.6	8.053		
T	2015-07-14 16:52:05.781	38.809997705	15.223528774	88.9	8.060		
T	2015-07-14 16:52:08.781	38.810033976	15.223506109	88.2	8.065		
T	2015-07-14 16:52:10.781	38.810060948	15.223491705	87.5	8.068		
T	2015-07-14 16:52:13.781	38.810095011	15.223472898	86.8	8.072		
T	2015-07-14 16:52:16.781	38.810128553	15.223460508	85.8	8.076		
T	2015-07-14 16:52:19.781	38.810156802	15.223460810	84.8	8.079		
T	2015-07-14 16:52:24.756	38.810079134	15.223530089	85.9	8.090		
T	2015-07-14 16:52:26.756	38.810049046	15.223541125	86.7	8.093		
T	2015-07-14 16:52:29.756	38.810017436	15.223552588	87.6	8.097		
T	2015-07-14 16:52:34.711	38.809955962	15.223651838	86.6	8.108		
T	2015-07-14 16:52:36.711	38.809939963	15.223680609	86.2	8.111		
T	2015-07-14 16:52:39.711	38.809928113	15.223716802	85.6	8.114		
T	2015-07-14 16:52:42.711	38.809901540	15.223743270	85.5	8.118		
T	2015-07-14 16:52:45.711	38.809868551	15.223766277	85.7	8.122		
T	2015-07-14 16:52:48.711	38.809850883	15.223792735	85.5	8.125		
T	2015-07-14 16:52:52.711	38.809834342	15.223835668	84.8	8.130		
T	2015-07-14 16:52:55.711	38.809824521	15.223885817	83.8	8.134		
T	2015-07-14 16:52:57.711	38.809815243	15.223921241	83.1	8.137		
T	2015-07-14 16:53:00.711	38.809798918	15.223965294	82.4	8.142		
T	2015-07-14 16:53:03.711	38.809787069	15.223998282	81.9	8.145		
T	2015-07-14 16:53:06.711	38.809771156	15.224034999	81.3	8.148		
T	2015-07-14 16:53:08.711	38.809754835	15.224062836	81.1	8.151		
T	2015-07-14 16:53:10.711	38.809736584	15.224093555	80.8	8.155		
T	2015-07-14 16:53:12.711	38.809717844	15.224123810	80.5	8.158		
T	2015-07-14 16:53:14.711	38.809706114	15.224155936	80.0	8.161		
T	2015-07-14 16:53:17.711	38.809714454	15.224202414	78.7	8.165		
T	2015-07-14 16:53:19.711	38.809730970	15.224235244	77.5	8.169		
T	2015-07-14 16:53:21.711	38.809752088	15.224263161	76.3	8.172		
T	2015-07-14 16:53:23.711	38.809777712	15.224277709	75.2	8.175		
T	2015-07-14 16:53:25.711	38.809806576	15.224278575	74.5	8.179		
T	2015-07-14 16:53:27.711	38.809837357	15.224266865	73.9	8.182		
T	2015-07-14 16:53:29.711	38.809865482	15.224247768	73.6	8.186		
T	2015-07-14 16:53:32.711	38.809895419	15.224210898	73.7	8.190		
T	2015-07-14 16:53:35.711	38.809918131	15.224171862	74.0	8.195		
T	2015-07-14 16:53:38.711	38.809943938	15.224133730	74.3	8.199		
T	2015-07-14 16:53:41.711	38.809969133	15.224093326	74.7	8.204		
T	2015-07-14 16:53:44.711	38.809997007	15.224058038	74.9	8.208		
T	2015-07-14 16:53:47.711	38.810021531	15.224033616	74.8	8.211		
T	2015-07-14 16:53:51.711	38.810056391	15.224022601	73.9	8.215		
T	2015-07-14 16:53:54.711	38.810086286	15.224009938	73.2	8.219		
T	2015-07-14 16:53:57.711	38.810115291	15.223985198	72.9	8.223		
T	2015-07-14 16:54:00.711	38.810135715	15.223950605	73.1	8.227		
T	2015-07-14 16:54:03.711	38.810154636	15.223919473	73.2	8.230		
T	2015-07-14 16:54:07.711	38.810173284	15.223883922	73.5	8.234		
T	2015-07-14 16:54:10.711	38.810190293	15.223853291	73.7	8.237		
T	2015-07-14 16:54:12.683	38.810212964	15.223826189	73.6	8.240		
T	2015-07-14 16:54:15.683	38.810241748	15.223810739	72.9	8.244		
T	2015-07-14 16:54:18.683	38.810278224	15.223809809	71.7	8.248		
T	2015-07-14 16:54:21.683	38.810314228	15.223818607	70.2	8.252		
T	2015-07-14 16:54:25.683	38.810330258	15.223849480	68.9	8.255		
T	2015-07-14 16:54:28.65	38.810268638	15.223923627	69.2	8.265		
T	2015-07-14 16:54:31.65	38.810239191	15.223939561	69.8	8.268		
T	2015-07-14 16:54:34.65	38.810205893	15.223958905	70.5	8.272		
T	2015-07-14 16:54:37.65	38.810176121	15.223990094	70.7	8.277		
T	2015-07-14 16:54:40.65	38.810145883	15.224022338	70.9	8.281		
T	2015-07-14 16:54:43.65	38.810123935	15.224056732	70.8	8.285		
T	2015-07-14 16:54:46.65	38.810109679	15.224095422	70.3	8.289		
T	2015-07-14 16:54:49.65	38.810093415	15.224137806	69.7	8.293		
T	2015-07-14 16:54:52.65	38.810078303	15.224174035	69.3	8.296		
T	2015-07-14 16:54:55.65	38.810054605	15.224208780	69.2	8.300		
T	2015-07-14 16:54:58.65	38.810026217	15.224236988	69.5	8.304		
T	2015-07-14 16:55:01.65	38.810003453	15.224268568	69.4	8.308		
T	2015-07-14 16:55:04.65	38.809992556	15.224300284	69.0	8.311		
T	2015-07-14 16:55:07.65	38.809976493	15.224336388	68.5	8.315		
T	2015-07-14 16:55:10.65	38.809955543	15.224374053	68.2	8.319		
T	2015-07-14 16:55:13.65	38.809941661	15.224416468	67.6	8.323		
T	2015-07-14 16:55:16.65	38.809931989	15.224460506	66.8	8.327		
T	2015-07-14 16:55:19.65	38.809931616	15.224497321	65.9	8.330		
T	2015-07-14 16:55:22.65	38.809946106	15.224535018	64.6	8.334		
T	2015-07-14 16:55:24.65	38.809978810	15.224554877	63.2	8.338		
T	2015-07-14 16:55:26.65	38.810008748	15.224566822	62.1	8.341		
T	2015-07-14 16:55:28.65	38.810036154	15.224568929	61.3	8.344		
T	2015-07-14 16:55:30.65	38.810066175	15.224565599	60.4	8.348		
T	2015-07-14 16:55:32.65	38.810096738	15.224557390	59.7	8.351		
T	2015-07-14 16:55:34.65	38.810125161	15.224551312	59.0	8.354		
T	2015-07-14 16:55:37.65	38.810161367	15.224540385	58.1	8.359		
T	2015-07-14 16:55:40.65	38.810198298	15.224534553	57.2	8.363		
T	2015-07-14 16:55:43.65	38.810231020	15.224536768	56.1	8.366		
T	2015-07-14 16:55:48.633	38.810164488	15.224619035	56.2	8.377		
T	2015-07-14 16:55:51.633	38.810130612	15.224632733	56.9	8.381		
T	2015-07-14 16:55:54.633	38.810102085	15.224649404	57.4	8.384		
T	2015-07-14 16:55:57.633	38.810069893	15.224661611	58.1	8.388		
T	2015-07-14 16:56:00.633	38.810032243	15.224670628	59.0	8.392		
T	2015-07-14 16:56:03.633	38.809991924	15.224676643	60.0	8.397		
T	2015-07-14 16:56:05.633	38.809963177	15.224685011	60.6	8.400		
T	2015-07-14 16:56:07.633	38.809936451	15.224695626	61.0	8.403		
T	2015-07-14 16:56:10.633	38.809902118	15.224711202	61.6	8.407		
T	2015-07-14 16:56:14.633	38.809867571	15.224730581	62.1	8.411		
T	2015-07-14 16:56:17.633	38.809843141	15.224760013	62.0	8.415		
T	2015-07-14 16:56:20.633	38.809828290	15.224805648	61.4	8.419		
T	2015-07-14 16:56:23.633	38.809813185	15.224854002	60.6	8.424		
T	2015-07-14 16:56:26.633	38.809803863	15.224903969	59.7	8.429		
T	2015-07-14 16:56:29.633	38.809786240	15.224944351	59.2	8.433		
T	2015-07-14 16:56:31.633	38.809764573	15.224969452	59.2	8.436		
T	2015-07-14 16:56:33.633	38.809739473	15.224996802	59.3	8.439		
T	2015-07-14 16:56:35.633	38.809702102	15.225005885	60.1	8.444		
T	2015-07-14 16:56:37.633	38.809667974	15.225010479	61.0	8.448		
T	2015-07-14 16:56:40.633	38.809637161	15.225024337	61.5	8.451		
T	2015-07-14 16:56:45.633	38.809614901	15.225054411	61.6	8.455		
T	2015-07-14 16:56:46.64	38.809578550	15.225144767	60.8	8.464		
T	2015-07-14 16:56:48.64	38.809560889	15.225172745	60.7	8.467		
T	2015-07-14 16:56:51.64	38.809538519	15.225212826	60.5	8.471		
T	2015-07-14 16:56:54.64	38.809537910	15.225252253	59.7	8.475		
T	2015-07-14 16:56:57.64	38.809532198	15.225289404	59.1	8.478		
T	2015-07-14 16:57:01.64	38.809543030	15.225330224	58.0	8.482		
T	2015-07-14 16:57:04.64	38.809525536	15.225365444	57.8	8.485		
T	2015-07-14 16:57:07.64	38.809503131	15.225398314	57.7	8.489		
T	2015-07-14 16:57:10.64	38.809485880	15.225437946	57.3	8.493		
T	2015-07-14 16:57:13.64	38.809469368	15.225484312	56.8	8.497		
T	2015-07-14 16:57:16.64	38.809449356	15.225527363	56.5	8.502		
T	2015-07-14 16:57:19.64	38.809432790	15.225564727	56.1	8.506		
T	2015-07-14 16:57:22.64	38.809427536	15.225607736	55.4	8.509		
T	2015-07-14 16:57:25.64	38.809435792	15.225652710	54.2	8.513		
T	2015-07-14 16:57:28.64	38.809447430	15.225699918	53.0	8.518		
T	2015-07-14 16:57:31.64	38.809460423	15.225742030	51.8	8.522		
T	2015-07-14 16:57:34.64	38.809488004	15.225764538	50.7	8.525		
T	2015-07-14 16:57:37.64	38.809523960	15.225764146	49.8	8.529		
T	2015-07-14 16:57:40.64	38.809562526	15.225748753	49.2	8.534		
