type	time	latitude	longitude	altitude (m)	distance (km)	name	desc
T	2016-08-25 13:28:39.732	43.236820208	-4.888777145	499.0	4.774		
T	2016-08-25 13:28:43.732	43.236894181	-4.888572431	500.0	4.792		
T	2016-08-25 13:28:50.732	43.237036061	-4.888584421	501.0	4.808		
T	2016-08-25 13:29:02.732	43.237196837	-4.888630143	507.0	4.826		
T	2016-08-25 13:29:50.732	43.237326978	-4.888728863	504.0	4.843		
T	2016-08-25 13:29:52.732	43.237427670	-4.888787618	498.0	4.855		
T	2016-08-25 13:29:56.732	43.237507750	-4.888869414	496.0	4.866		
T	2016-08-25 13:31:09.732	43.237665491	-4.889014176	548.0	4.887		
T	2016-08-25 13:31:10.732	43.237816986	-4.889108341	550.0	4.906		
T	2016-08-25 13:31:11.732	43.237940501	-4.889185439	555.0	4.921		
T	2016-08-25 13:31:12.732	43.238040259	-4.889246584	558.0	4.933		
T	2016-08-25 13:31:14.732	43.238184084	-4.889333615	567.0	4.950		
T	2016-08-25 13:31:16.732	43.238267888	-4.889394835	568.0	4.961		
T	2016-08-25 13:31:20.732	43.238334294	-4.889498026	567.0	4.972		
T	2016-08-25 13:31:28.732	43.238359591	-4.889617099	576.0	4.982		
T	2016-08-25 13:31:33.732	43.238432695	-4.889689338	583.0	4.992		
T	2016-08-25 13:31:51.732	43.238543366	-4.889691942	568.0	5.004		
T	2016-08-25 13:31:55.732	43.238584592	-4.889818579	549.0	5.016		
T	2016-08-25 13:31:58.732	43.238550359	-4.889933547	539.0	5.026		
T	2016-08-25 13:32:02.732	43.238497731	-4.890033612	535.0	5.036		
T	2016-08-25 13:32:06.732	43.238509303	-4.890171188	536.0	5.047		
T	2016-08-25 13:32:10.732	43.238551988	-4.890311381	534.0	5.059		
T	2016-08-25 13:32:14.732	43.238604817	-4.890412793	538.0	5.070		
T	2016-08-25 13:32:18.732	43.238684468	-4.890493039	537.0	5.081		
T	2016-08-25 13:32:21.732	43.238769439	-4.890544087	540.0	5.091		
T	2016-08-25 13:32:25.732	43.238859488	-4.890600596	541.0	5.102		
T	2016-08-25 13:32:32.732	43.238959983	-4.890603534	545.0	5.113		
T	2016-08-25 13:32:40.732	43.239054520	-4.890554985	544.0	5.124		
T	2016-08-25 13:32:49.732	43.239145177	-4.890497942	540.0	5.135		
T	2016-08-25 13:32:54.732	43.239221179	-4.890583819	537.0	5.146		
T	2016-08-25 13:33:02.732	43.239276760	-4.890681794	510.0	5.156		
T	2016-08-25 13:33:08.732	43.239240578	-4.890805568	502.0	5.167		
T	2016-08-25 13:33:13.732	43.239255811	-4.890939798	496.0	5.178		
T	2016-08-25 13:33:18.732	43.239314388	-4.891063413	492.0	5.190		
T	2016-08-25 13:33:32.732	43.239404076	-4.891076148	489.0	5.200		
T	2016-08-25 13:33:40.732	43.239499166	-4.891078374	486.0	5.211		
T	2016-08-25 13:33:47.732	43.239593386	-4.891070607	485.0	5.221		
T	2016-08-25 13:34:19.732	43.239653565	-4.890975191	487.0	5.231		
T	2016-08-25 13:34:27.732	43.239715276	-4.890864320	481.0	5.243		
T	2016-08-25 13:34:34.732	43.239802988	-4.890828749	483.0	5.253		
T	2016-08-25 13:34:42.732	43.239900093	-4.890812743	488.0	5.264		
T	2016-08-25 13:34:49.732	43.239962655	-4.890722139	491.0	5.274		
T	2016-08-25 13:34:56.732	43.240030492	-4.890630754	491.0	5.285		
T	2016-08-25 13:35:03.732	43.240123806	-4.890657097	491.0	5.295		
T	2016-08-25 13:35:11.732	43.240212481	-4.890619821	491.0	5.305		
T	2016-08-25 13:35:20.732	43.240306140	-4.890568386	490.0	5.317		
T	2016-08-25 13:35:28.732	43.240405349	-4.890561034	492.0	5.328		
T	2016-08-25 13:35:37.732	43.240498313	-4.890533837	490.0	5.338		
T	2016-08-25 13:35:45.732	43.240590551	-4.890505123	490.0	5.349		
T	2016-08-25 13:35:52.732	43.240679044	-4.890456610	489.0	5.359		
T	2016-08-25 13:35:59.732	43.240739070	-4.890355799	486.0	5.370		
T	2016-08-25 13:36:06.732	43.240804353	-4.890257754	486.0	5.381		
T	2016-08-25 13:36:14.732	43.240883299	-4.890182417	486.0	5.391		
T	2016-08-25 13:36:23.732	43.240971191	-4.890127360	486.0	5.402		
T	2016-08-25 13:36:32.732	43.241060637	-4.890099145	486.0	5.412		
T	2016-08-25 13:36:40.732	43.241156783	-4.890086367	483.0	5.423		
T	2016-08-25 13:36:47.732	43.241246825	-4.890060979	486.0	5.433		
T	2016-08-25 13:36:55.732	43.241343848	-4.890026859	485.0	5.444		
T	2016-08-25 13:37:03.732	43.241440995	-4.889991471	483.0	5.456		
T	2016-08-25 13:37:11.732	43.241534680	-4.889967535	485.0	5.466		
T	2016-08-25 13:37:19.732	43.241627154	-4.889941284	486.0	5.477		
T	2016-08-25 13:37:27.732	43.241727960	-4.889922770	486.0	5.488		
T	2016-08-25 13:37:35.732	43.241823239	-4.889922173	488.0	5.499		
T	2016-08-25 13:37:45.732	43.241913342	-4.889967069	490.0	5.509		
T	2016-08-25 13:37:54.732	43.242002429	-4.890009293	488.0	5.520		
T	2016-08-25 13:38:01.732	43.242102711	-4.890026872	488.0	5.531		
T	2016-08-25 13:38:08.732	43.242194038	-4.890076795	490.0	5.542		
T	2016-08-25 13:38:16.732	43.242274431	-4.890164304	488.0	5.553		
T	2016-08-25 13:38:24.732	43.242347888	-4.890245608	487.0	5.564		
T	2016-08-25 13:38:33.732	43.242421746	-4.890146783	484.0	5.575		
T	2016-08-25 13:38:39.732	43.242449501	-4.890006840	487.0	5.587		
T	2016-08-25 13:38:45.732	43.242472034	-4.889885602	487.0	5.597		
T	2016-08-25 13:38:52.732	43.242516652	-4.889777401	488.0	5.607		
T	2016-08-25 13:39:01.732	43.242580944	-4.889676993	489.0	5.618		
T	2016-08-25 13:39:09.732	43.242648762	-4.889589082	492.0	5.628		
T	2016-08-25 13:39:18.732	43.242704864	-4.889483568	488.0	5.639		
T	2016-08-25 13:39:38.732	43.242772623	-4.889400072	492.0	5.649		
T	2016-08-25 13:39:55.732	43.242857010	-4.889455798	491.0	5.660		
T	2016-08-25 13:40:29.732	43.242937893	-4.889514658	496.0	5.670		
T	2016-08-25 13:40:58.732	43.242942766	-4.889390669	496.0	5.680		
T	2016-08-25 13:41:35.506	43.243007129	-4.889586153	482.0	5.697		
T	2016-08-25 13:41:45.506	43.243077410	-4.889669142	484.0	5.708		
T	2016-08-25 13:42:02.506	43.243175567	-4.889681679	480.0	5.719		
T	2016-08-25 13:42:09.506	43.243254359	-4.889748644	482.0	5.729		
T	2016-08-25 13:42:18.506	43.243345601	-4.889772921	484.0	5.739		
T	2016-08-25 13:42:29.506	43.243438852	-4.889781786	484.0	5.750		
T	2016-08-25 13:42:38.506	43.243531246	-4.889757713	484.0	5.760		
T	2016-08-25 13:42:45.506	43.243619465	-4.889707453	485.0	5.771		
T	2016-08-25 13:42:52.506	43.243698588	-4.889646908	485.0	5.781		
T	2016-08-25 13:42:59.506	43.243781207	-4.889585674	482.0	5.791		
T	2016-08-25 13:43:05.506	43.243865936	-4.889520831	480.0	5.802		
T	2016-08-25 13:43:10.506	43.243949079	-4.889471311	478.0	5.812		
T	2016-08-25 13:43:19.506	43.244044973	-4.889444225	476.0	5.823		
T	2016-08-25 13:44:00.506	43.244137640	-4.889239788	482.0	5.842		
T	2016-08-25 13:44:07.506	43.244128660	-4.888968528	477.0	5.864		
T	2016-08-25 13:44:09.506	43.244093535	-4.888753725	474.0	5.882		
T	2016-08-25 13:44:11.506	43.244051309	-4.888567080	474.0	5.898		
T	2016-08-25 13:44:15.506	43.243961500	-4.888326213	474.0	5.920		
T	2016-08-25 13:44:59.506	43.244001299	-4.888155524	483.0	5.935		
T	2016-08-25 13:45:07.506	43.243969914	-4.888011917	488.0	5.947		
T	2016-08-25 13:45:14.506	43.244049997	-4.887893945	488.0	5.960		
T	2016-08-25 13:45:19.506	43.244118574	-4.887811199	481.0	5.970		
T	2016-08-25 13:45:25.506	43.244189969	-4.887719294	479.0	5.981		
T	2016-08-25 13:45:32.506	43.244282824	-4.887672140	480.0	5.992		
T	2016-08-25 13:45:40.506	43.244323661	-4.887556721	472.0	6.002		
T	2016-08-25 13:45:56.506	43.244382445	-4.887459735	460.0	6.013		
T	2016-08-25 13:46:04.506	43.244369551	-4.887334761	450.0	6.023		
T	2016-08-25 13:46:30.506	43.244331975	-4.887213089	441.0	6.034		
T	2016-08-25 13:46:40.506	43.244319375	-4.887087703	438.0	6.044		
T	2016-08-25 13:47:03.506	43.244375795	-4.887189354	452.0	6.054		
T	2016-08-25 13:47:23.506	43.244401320	-4.887308032	469.0	6.064		
T	2016-08-25 13:47:26.506	43.244477299	-4.887439898	474.0	6.078		
T	2016-08-25 13:47:28.506	43.244545882	-4.887554265	477.0	6.090		
T	2016-08-25 13:47:31.506	43.244630319	-4.887674816	479.0	6.104		
T	2016-08-25 13:47:36.506	43.244715459	-4.887746840	484.0	6.115		
T	2016-08-25 13:47:44.506	43.244809341	-4.887678586	494.0	6.126		
T	2016-08-25 13:47:50.506	43.244871000	-4.887561554	499.0	6.138		
T	2016-08-25 13:47:58.506	43.244937903	-4.887467354	502.0	6.149		
T	2016-08-25 13:48:07.506	43.244996618	-4.887361719	509.0	6.160		
T	2016-08-25 13:48:15.506	43.245059713	-4.887269090	512.0	6.170		
T	2016-08-25 13:48:23.506	43.245122858	-4.887179686	510.0	6.180		
T	2016-08-25 13:48:50.506	43.245193265	-4.887102902	503.0	6.190		
T	2016-08-25 13:49:27.506	43.245287965	-4.887089118	488.0	6.201		
T	2016-08-25 13:49:42.506	43.245298281	-4.886954696	483.0	6.212		
T	2016-08-25 13:49:49.506	43.245354942	-4.886840279	483.0	6.223		
T	2016-08-25 13:49:55.506	43.245443774	-4.886774563	484.0	6.234		
T	2016-08-25 13:50:02.506	43.245536659	-4.886770152	483.0	6.244		
T	2016-08-25 13:50:11.506	43.245632959	-4.886738022	482.0	6.255		
T	2016-08-25 13:50:22.506	43.245727246	-4.886743380	483.0	6.266		
T	2016-08-25 13:50:30.506	43.245781694	-4.886844339	481.0	6.276		
T	2016-08-25 13:50:34.506	43.245825858	-4.886974294	480.0	6.288		
T	2016-08-25 13:50:53.506	43.245888374	-4.887077989	480.0	6.299		
T	2016-08-25 13:51:02.506	43.245978597	-4.887110124	476.0	6.309		
T	2016-08-25 13:51:08.506	43.246073598	-4.887076827	483.0	6.320		
T	2016-08-25 13:51:14.506	43.246136334	-4.886964588	469.0	6.331		
